Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
1389,3.0312196097355713e-37,7.91992705617257e-95,1.7834671731928134e-85,5.394215598366958e-72,1.0,6.322474955291654e-83,7.912968292285144e-65,1.975885527912934e-118,4.865020110995789e-73,4.779425725954776e-105
1390,1.0415979052010773e-16,1.0,4.445431011008024e-185,1.5845208955318698e-106,2.1657029757406547e-66,1.6042960645739635e-68,1.1666977819142161e-38,1.8616042994545404e-67,1.6245827286737122e-108,4.7688048394911904e-119
1391,4.857367856886468e-65,2.831524257152244e-54,1.2199522864876608e-105,0.9642094251606608,4.326433107191748e-25,0.002142916497895871,2.80362656599223e-113,6.043667665847094e-06,3.505059988150446e-81,0.033641614673777465
1392,1.0,2.0225053786594673e-18,1.2674981453965068e-151,3.0143062936809624e-260,3.0751354657975145e-51,7.422440691387174e-116,6.8079526254839135e-65,7.16448633456e-247,2.3166263085910054e-184,4.790046950012279e-230
1393,2.373244079736496e-15,9.374614228717134e-65,2.826682536309054e-77,0.9999999999999976,3.273345854740994e-53,5.910463298480681e-35,6.920171042860975e-56,1.0281637560401854e-93,1.529966231218469e-91,2.6643836635845234e-140
1394,1.0,6.278447938729967e-119,4.8579973372820405e-62,5.307049012241373e-96,2.270260517472838e-174,2.357217154344993e-137,3.6298866550296855e-116,3.559716661096704e-122,9.912537233638105e-180,1.2013116137948778e-194
1395,1.0,6.365365486866625e-25,9.29856910542667e-44,1.8929030387287938e-132,5.755192269417325e-62,6.624102751231818e-121,3.664181694228448e-57,5.810369159626874e-132,7.004059759306225e-86,2.2759551522915347e-140
1396,5.169284202241696e-16,2.1941556671208948e-07,1.256820607183593e-53,3.168120422910694e-22,7.576061579489949e-22,4.8885353057185156e-77,3.0675586872956133e-87,2.2403610638353166e-118,0.9999997805844327,2.0555948482320648e-112
1397,2.395997316901638e-48,0.9999999999999964,2.0346660727383253e-95,4.462656307449243e-86,3.05823570584063e-36,3.3933123582523703e-102,9.341658219038797e-41,3.8172521028201347e-56,2.6927054612485704e-124,3.562322988400308e-15
1398,0.9999999999999996,4.847591846456588e-16,1.9072888484274754e-45,1.4699629898679593e-43,5.899909906041265e-48,4.563228257628377e-31,4.2544901890231795e-46,2.781303038575174e-53,7.927957673205873e-147,2.43600227808461e-58
1399,7.946741803221316e-72,1.2229177322965156e-52,1.0,2.77528669323881e-136,8.541847765646241e-99,8.710872544269658e-23,7.176616551827337e-115,0.0,1.084756869111852e-76,3.2197445540897097e-191
1400,2.96252600513687e-42,7.683083788673135e-81,1.0,4.104950689978699e-132,1.3660248244769507e-33,1.2357083600686762e-144,1.166435966167105e-23,4.291550309448678e-111,5.6329621098900355e-59,2.2578397078845976e-97
1401,8.13503525742736e-16,2.0419274233396352e-14,0.9999999999334768,5.6289564293172026e-117,6.249246553623329e-40,7.72348516205783e-83,8.114347175456723e-50,1.5037078816465377e-96,6.650191030918088e-11,3.3084318073570317e-73
1402,0.9999999990174036,9.825915602981954e-10,2.5321941646119236e-37,9.685566238520995e-73,3.968544959113392e-92,1.4324424271545617e-75,1.2149581367414097e-18,2.1996812007051286e-173,4.959034713076964e-15,1.1215913351457157e-71
1403,5.712748470576599e-130,8.435159310677996e-67,1.0,0.0,2.105738609143372e-158,1.5328872278372687e-137,4.956542088198339e-149,0.0,1.2988854518940983e-71,0.0
1404,3.615020635039299e-14,9.524411600077213e-07,0.9995040037445183,1.5514514028379683e-20,0.0004950438142464994,3.908045661704048e-14,1.9905646464921356e-36,4.998812676074426e-83,7.759318734638873e-45,3.3516190051876087e-66
1405,5.515965107742508e-06,0.9999479725046165,1.9195365589150387e-59,2.1400265922236715e-87,4.6511530273829874e-05,3.246327156865394e-45,1.985132363535447e-15,1.129157883379957e-45,4.243397472851888e-141,2.8836264740713565e-179
1406,3.120613285466142e-54,1.5036823531858711e-49,6.0603672117601084e-92,6.673627589719222e-23,3.846134983443951e-40,9.753134875113147e-16,4.606508523864303e-74,4.290511099403769e-48,1.3041736645530871e-61,0.9999999999999991
1407,1.0,2.2644934166465813e-49,2.892832433439586e-42,3.531188695680486e-55,1.2798273641270467e-63,1.5013867427675092e-68,6.275775800004563e-27,1.1530780494149725e-70,1.4962461134990054e-98,4.0289942710915924e-54
1408,1.0,4.8609129759833205e-20,5.094452081590754e-37,3.2613757103641556e-34,4.0403468175457673e-113,1.2019195225586906e-49,1.7047524798598591e-99,3.612565288657828e-59,4.887178367846109e-132,3.685068872561032e-142
1409,2.6709934497687504e-46,3.191576773839251e-83,7.03596108010049e-45,7.239240838257767e-69,1.0058156127314452e-73,8.129798788946735e-96,7.03004650275375e-89,3.0749834222782444e-173,1.0,9.570330667721625e-47
1410,2.6914041992415564e-45,9.898886845091344e-45,1.5421707001211624e-08,3.6521173814739315e-90,8.111046097416567e-99,8.971160380605388e-69,5.28141252533691e-53,1.8125016513847334e-205,0.999999984578293,1.8960123130001066e-34
1411,3.847333377561197e-51,5.476872283802774e-13,1.983041465147703e-14,1.778875210173154e-132,3.2394105841624963e-55,2.44175591509733e-55,8.589251292672619e-38,4.5756872681164916e-164,0.9999999999994325,9.49576006629051e-100
1412,8.278056521011777e-32,1.270450640458741e-61,2.3401420198434083e-35,1.4666634926114845e-73,0.9999997999579149,2.000420851223374e-07,2.387210485227574e-41,1.053402276611549e-98,2.124591911928529e-57,1.297568442012533e-31
1413,1.0,2.3299686789095187e-26,3.2506874557436495e-41,1.9451690620788492e-23,5.963252126351128e-92,9.540069673660248e-59,4.8525347580870026e-67,7.544595441071709e-122,2.5943371299441887e-70,8.388234871330365e-106
1414,2.897275578881928e-07,0.9999997102724418,6.453550766743206e-70,1.9872567587780915e-69,2.426806948663964e-106,6.539919121719393e-100,2.5219221523717047e-41,1.4878674004644263e-231,1.2183696840532426e-16,4.162338604827297e-138
1415,1.0054080868374433e-26,0.9987922713010366,3.4667828690425247e-40,2.4844930157606054e-59,0.001207728698963485,2.516598954257203e-37,1.4231880020715531e-42,2.1519763601720162e-61,2.0473349240047693e-32,2.114175888992293e-59
1416,0.9999999995027573,4.972425953741202e-10,2.4383440789023315e-56,4.082126316976228e-49,1.0552249642900053e-56,4.362900511740741e-74,1.6362745430526569e-53,5.431051908996718e-107,1.5552671660701443e-60,3.196040894556671e-66
1417,4.661304200053227e-41,4.494932432402094e-57,5.3806266738594536e-92,0.9999999078228942,8.521900587277979e-36,1.4512687210523648e-99,8.882933121277954e-52,1.1331919664485591e-97,6.772798577273724e-37,9.217710593715264e-08
1418,3.847634151316735e-15,0.9999999999999962,6.44549796010143e-45,4.344817497822925e-128,1.6210752505801317e-40,5.3571408314741716e-52,8.915056287595274e-41,1.4778628402260708e-145,7.47197947104477e-43,6.502905340058761e-87
1419,4.20204807247866e-36,1.0,3.0482535094915874e-28,4.392116147998794e-160,2.1372613524887645e-87,3.8486262844741095e-79,3.1010253064639386e-106,3.051956018544829e-243,8.429583874923764e-43,4.956094867867128e-93
1420,0.9998596157274575,2.6216981468073943e-17,3.6794165169029035e-38,6.531856013325118e-07,5.67912102044907e-08,3.4235984485766515e-44,7.86484606264094e-34,0.0001396742957310865,2.0247168306404303e-80,3.022434264079283e-53
1421,3.535228637190132e-47,1.1147793997558057e-79,1.0,3.712766219955795e-110,5.920039889321817e-62,7.761043275888839e-97,2.72733783681675e-34,4.348903263087119e-118,4.8819860137412797e-85,1.2669533431691505e-96
1422,1.5435700740110968e-33,1.0,2.4605303738891387e-84,8.889198940068658e-170,7.866862201620698e-37,9.733202398565894e-47,4.116858549672605e-66,1.2058382326225877e-172,2.3557427876828607e-38,4.718962012551596e-87
1423,0.9999999999999998,3.0267569267311105e-16,5.711033276827654e-42,2.1384568428996076e-33,1.1866847815998986e-44,3.953321191478932e-47,3.2164761831619306e-19,5.6035101343292016e-64,8.674436483631295e-58,1.5768233990543827e-41
1424,0.9999996796208429,4.871871914385843e-35,1.2673784736953445e-59,3.2037915716386617e-07,2.2291024379611858e-30,1.7509735081939988e-84,7.476887724623063e-57,5.504824969538488e-59,5.021794290771284e-75,2.441119067772536e-56
1425,1.3448312984655437e-48,2.426464406629116e-38,3.217820526686765e-95,0.9999999999999964,3.643588402000837e-15,1.9504056096201167e-39,5.37103546904271e-72,1.3057777388379437e-135,2.7445328883013897e-93,4.815220391767237e-95
1426,2.0756726166171033e-15,5.814857882619864e-73,6.128574107547429e-80,0.999999999999998,2.1121185547928534e-34,9.02863321734619e-47,5.50548057420535e-97,2.4115639961529112e-82,8.097393964094428e-94,1.4263469692422936e-56
1427,0.0007970539461730943,1.0512127597963244e-26,4.733920625730656e-67,7.422751432391433e-30,1.117458810248453e-70,2.3866042866528107e-48,3.4860191682749444e-39,2.4990006128468438e-84,2.9169615548076376e-111,0.999202946053827
1428,1.0,2.5865145932275224e-39,2.958639604089634e-158,2.6853202888029686e-53,1.8291515032207757e-244,7.997570422695663e-180,4.201482878651399e-78,8.36106149202025e-99,1.8032310691081841e-99,6.339114374573466e-94
1429,6.977437654924919e-47,3.0547346365037975e-22,1.0,2.751083906451933e-99,7.014837902078492e-82,1.1633914390559703e-141,3.0318511820958383e-112,1.7820744313374774e-72,7.762311498478185e-46,2.4283383373766745e-74
1430,1.1014096577373483e-13,0.9999999999998899,6.677571116010019e-47,3.63301169336334e-200,1.4472286491726232e-45,5.149216372154955e-94,2.3189881753594574e-19,1.413303596434556e-200,1.3967982344057641e-49,4.351236337521468e-111
1431,1.0,6.909111160293789e-32,6.823538502927891e-90,2.6416858317882717e-39,1.7271171327158518e-65,2.7259949700736526e-47,3.849387438814451e-62,4.17378560173406e-58,4.54993280455013e-108,3.415150810946268e-80
1432,4.111182917288286e-14,4.861725680118802e-29,6.792411177249955e-101,4.826501641648053e-103,0.9988695990122175,6.951015049842135e-72,0.0011304009877414706,3.60942023174076e-173,1.0310385239071039e-119,5.900607419069162e-110
1433,0.0009922208998700405,7.013189231914713e-44,1.460471568358128e-50,2.171545487453101e-06,1.5133237890921267e-24,6.301378012459522e-19,8.86770583686409e-18,0.9990056075546424,2.1918701639106974e-181,6.440313281942995e-65
1434,1.0,5.815382745915392e-78,0.0,0.0,0.0,2.491157313704682e-306,2.3961847118149952e-263,8.395209292949288e-136,3.959155407287333e-26,0.0
1435,1.0713094065663753e-47,0.999999999999994,1.2502851360546711e-57,6.441603577988479e-71,5.90377134572759e-15,4.9787962721076405e-73,4.6499371915691697e-63,9.582148637288492e-43,6.626176019427278e-32,1.3329764313165334e-76
1436,1.210733035877975e-90,6.531047017757506e-89,0.9999999999942484,9.399493811447492e-24,6.4363452888827446e-21,1.0293941947163372e-69,3.350942688385054e-41,4.85182551155071e-83,1.7991431379234247e-73,5.7515805963914245e-12
1437,3.6294482636388244e-87,1.0,3.1985630204988233e-90,9.495341764390487e-203,6.327704211341605e-206,4.2567653596155195e-110,1.0914740415967539e-126,4.0971597223373787e-181,1.672393021372122e-156,1.7507801729085337e-185
1438,3.2490997915835117e-56,1.7090989430574782e-66,1.6569366054887245e-37,1.3785725421946896e-68,1.0,3.3349314886048197e-125,4.7387525186849806e-42,2.2235693480314797e-116,1.6173505482089609e-52,9.846433346767535e-37
1439,2.560358483621428e-59,1.5326283280353774e-27,5.132467729854461e-170,1.9615913416038616e-182,1.3915929260186908e-208,1.0,4.5880438970121446e-119,4.8955520121290235e-252,3.0909482113824534e-46,1.2342728112613892e-195
1440,2.1894916342001325e-09,0.9999999978105083,8.123567110702341e-62,1.2013794417666206e-38,1.716145473336106e-41,6.200036448363552e-20,3.578107189441115e-45,1.5217715735782148e-31,9.402805237125661e-80,5.77916218303838e-33
1441,0.999999999999944,5.588009465912353e-14,1.3242442807901172e-66,2.439962792286048e-50,1.161518508964853e-107,1.1126055460448e-78,2.28689620540273e-86,2.594123468568635e-112,3.57555476814067e-144,2.1721928934786953e-70
1442,1.0,1.4995259564248412e-29,3.7301873816996083e-37,2.2779879782812876e-26,6.578506557946755e-19,1.53765875844581e-19,2.776827431138765e-44,2.698332908481275e-35,4.882221551838527e-86,1.3522214492033886e-35
1443,0.9999999999691436,3.085639091351453e-11,5.047097215429701e-155,9.059542029311253e-222,3.543998251016608e-67,2.7391098777367225e-77,9.448390282457745e-72,3.878801309165039e-172,1.77164917871728e-167,4.417253458774985e-228
1444,8.777867419507947e-24,6.869724210613584e-18,1.0517572312402244e-59,1.0,1.6482570086480057e-38,1.3157775534044103e-26,4.7779544077107537e-57,1.77983281842742e-69,1.70461112397895e-61,6.404838451452861e-56
1445,1.0,1.189735596923373e-65,2.291270007604389e-104,2.1027907781888406e-151,1.7736513108570035e-85,1.7592501983306055e-107,1.647078022274784e-80,2.5823036582809675e-195,6.345866894293005e-160,9.092159401370448e-135
1446,0.9999684107381536,3.158926184530211e-05,8.539490835375169e-94,1.17700650757387e-15,2.204267695190111e-37,6.870571035322891e-87,4.284348530832698e-51,5.992127327025077e-28,1.73691275463756e-99,3.1485503732246477e-43
1447,1.0322115645697688e-11,0.9999999999895981,3.917174276998753e-88,7.971855597412025e-14,4.29750866959714e-106,3.1757239679317904e-43,3.658161824940434e-88,5.950172510022355e-213,1.4525989366640112e-198,1.07587715687825e-236
1448,0.9710385390671917,0.006579574382649096,2.741550053778514e-16,1.2217080387863237e-27,4.349076446332244e-37,1.610503729239703e-28,1.0931130022249866e-13,5.236149491870658e-44,0.022381882906523744,3.643525908496969e-09
1449,0.0037318747673507494,0.21205203775226997,1.3535781880814036e-58,4.743781625907303e-185,1.2445335769100843e-45,8.822405849176119e-75,0.7842160874803792,3.3430039252537006e-168,2.698639625832607e-83,8.78747750644391e-119
1450,1.0,3.361919328396618e-35,1.1293540013877622e-127,5.427874569236504e-134,7.45565911087875e-48,3.84724040805325e-149,1.5201261137169154e-105,1.3615007703755868e-246,1.1851910632465942e-167,2.9233441436665456e-162
1451,0.9999999999999984,3.839445765422445e-22,2.8667704575168433e-35,1.0564668920465254e-92,2.7488462847112574e-33,2.227405116495268e-47,1.5562659503575073e-15,1.9874849531327644e-62,3.544874949263274e-32,3.7615710954476666e-72
1452,1.0,4.138488260437735e-25,4.706307828218059e-50,6.777379358606876e-32,7.8475700843934e-56,4.003876837520936e-48,1.7571376694761914e-41,3.181772132242049e-75,1.3895073230494107e-46,2.9159365530202493e-56
1453,1.0,4.3506825343598e-87,1.0822906132400642e-172,1.977339772031099e-173,1.0591819072980314e-65,8.210468714803672e-213,2.392770238930625e-108,2.935094818548071e-197,3.0848822045102565e-160,3.0765593982779204e-180
1454,1.0,3.536337983608054e-91,3.593430305783909e-145,2.218950397240097e-260,6.251762996750633e-86,1.5966021936101565e-204,3.5038002929335366e-100,5.7791425433526e-164,5.049294938020059e-172,1.9222860586882832e-172
1455,0.9771219140426628,8.779789769808515e-24,2.4847892538143218e-154,0.0,1.798951721733348e-152,6.843821269132015e-156,0.022878085957337084,0.0,5.853395095069401e-173,0.0
1456,0.4527224415063124,0.5472775584936876,4.652880959996224e-41,8.357172992307943e-25,3.5618226127214806e-54,3.359205487941008e-64,2.475196035292594e-18,8.91947351884157e-94,4.0658545031801746e-30,1.1715580299011323e-39
1457,1.0,1.708308843402437e-28,6.1332864397116836e-65,7.3011430325764e-310,1.8943066739212701e-91,1.510458887170093e-206,5.932471396761899e-61,1.7193455942928257e-258,1.2911487513816767e-115,3.763205278975907e-227
1458,8.234283503744568e-05,1.5053898030937837e-12,2.0565478621790675e-64,5.719211739999586e-129,6.208351584494647e-09,4.150976514440233e-171,0.9999176509551055,3.926110403472384e-84,8.383816599112756e-44,4.2549911608766385e-55
1459,0.0004893453008939721,1.2840875690928788e-15,6.865336702222863e-58,1.570598839273732e-149,6.5141799961959495e-31,0.9995106546991047,2.8039467774572113e-205,8.851689716108509e-152,1.5209874229329927e-96,2.1814904582544533e-54
1460,6.807347944363719e-06,0.9999931926520556,2.936884908354866e-67,0.0,1.2819724257445218e-100,4.652979645590844e-151,1.4972583605298865e-67,0.0,1.911043206918747e-184,0.0
1461,1.0,1.755636223976624e-70,2.4469837032311016e-47,9.542606622619742e-69,2.6767530980832826e-80,1.8248431026884298e-129,2.35286453328109e-44,2.9607436760799444e-173,1.7271632171608095e-149,2.596233349473845e-140
1462,2.151595257242012e-95,1.2911627309511814e-74,1.0,2.9642902838020567e-39,1.0746677061147029e-30,7.317306920757174e-97,5.312006396173798e-47,5.306841443579494e-107,3.4448479013365065e-172,1.7345762893569514e-129
1463,0.999999891389169,1.0861083087258318e-07,1.7521696132091208e-60,3.822857530249831e-257,1.778253870930756e-57,2.2402153016245188e-76,4.2527215268534223e-42,6.380974868348814e-225,1.0159209488222464e-100,5.264917028292282e-235
1464,0.9999999999999998,1.2458182368190487e-16,2.537890651315066e-135,1.860809391460163e-17,5.651979078585276e-31,5.758105660309005e-113,3.0021641335940247e-125,1.2700588074874423e-129,5.377685075290513e-49,4.3034009659016017e-144
1465,8.862948145224428e-44,3.906826417741542e-73,1.000674321683206e-76,1.9664652810941012e-224,2.1438252212656915e-27,2.3452093948441683e-86,7.200792708699603e-59,6.950925768475714e-198,1.0,1.135546720875836e-154
1466,2.942383679775635e-80,3.968175202188472e-98,1.569324681129833e-189,1.4375453620170452e-24,1.622808437697959e-26,4.131228559082989e-77,9.370122848980404e-87,4.2432487047292786e-94,1.424161257100821e-134,1.0
1467,0.9999999999834313,4.582616623787429e-96,4.2548083419135746e-94,2.1644803590987797e-35,1.6568745882129523e-11,2.846869040115256e-91,9.953015819853046e-94,2.8077732326925127e-94,2.7357048395006054e-116,2.713324772272364e-52
1468,8.626330023839758e-30,5.102708694155372e-43,1.0927876645090853e-75,1.0,1.0099125959047929e-58,4.215984252628836e-55,2.4460942167638763e-48,7.4806480611829025e-22,7.231644554530563e-136,1.1418455440126826e-21
1469,0.999999995521649,2.112638901945084e-32,1.0936591454247982e-24,2.1327552957545593e-14,1.2529319739896246e-29,6.7139796207784325e-15,5.069573924059728e-49,4.4783229130827514e-09,1.2583919716948557e-49,1.979842356215263e-72
1470,4.040762549937124e-12,4.6082714055842894e-27,1.9421292661662212e-106,6.300950627219822e-19,2.237786561014586e-09,1.7752689602317409e-87,2.4958202077844033e-41,0.9999999977581726,6.1684371701589775e-25,3.127013539412226e-75
1471,0.024640566465240293,0.9753341916109233,2.524192383647352e-05,7.918391250379681e-95,7.323661708097988e-94,2.8461006948002904e-44,4.293156977653385e-18,5.013847494347771e-149,2.832030027867876e-48,5.9671418341762925e-108
1472,3.016368216864862e-24,1.0,6.902739369153179e-25,8.7183714852e-313,7.208275979448481e-58,1.245058881668687e-102,3.0534946797354966e-43,0.0,1.2200067147392942e-56,6.440558522096944e-243
1473,1.0,6.909333230247205e-23,1.8864969472443598e-108,1.9806101395509091e-81,2.9712175550029744e-25,8.135240401726757e-112,1.4363052483276228e-41,2.6239455067664587e-142,2.893639086782487e-117,1.082393321933768e-110
1474,1.1427505072117732e-26,1.5914322009257455e-48,4.355948028927729e-35,5.355823802123754e-117,0.9999999999999984,7.556384828662053e-73,1.5018601157664552e-15,4.5244490033066175e-64,8.591250975652612e-26,6.249531230182332e-28
1475,3.214538624467668e-33,3.176047094477788e-51,3.33248502729537e-11,2.5161874413487913e-22,4.6193674880695506e-63,9.100892130666027e-65,1.0223184486621773e-20,5.997398198128411e-52,2.0292044830425304e-14,0.9999999999666549
1476,2.837171699744675e-74,1.0,8.102125616979278e-47,0.0,1.3665864595937895e-42,3.432397890776109e-62,4.454572783793704e-41,6.315949570022018e-299,5.789629697144461e-84,8.568161291517833e-256
1477,0.999999999999668,3.320138624616435e-13,1.0078224579144252e-16,1.3595329163266342e-22,4.018210916118616e-33,2.0627588103934237e-44,3.698319740699707e-46,1.9642282113975955e-35,2.0397620828048646e-32,1.0249167446423873e-60
1478,0.5347677737903693,2.7565542299917644e-08,7.983085879145451e-88,2.3810313052331085e-123,0.46523219864408843,6.126624023202716e-33,4.156193453885467e-65,3.403876948908816e-117,6.912155406491219e-85,1.9813240531866061e-78
1479,8.802929015272157e-35,3.829814026839921e-15,5.386064745050231e-110,5.165887569630422e-38,2.9342426913959334e-119,3.419208801059819e-161,1.2256784877896378e-36,6.937320638200858e-163,0.9999999999999962,3.510077519787656e-98
1480,1.360553217195436e-52,5.3256852321999315e-42,2.4228554763057217e-44,3.0206507131150727e-105,1.7683021687300906e-07,5.232941415294589e-128,0.9999998231697831,1.2349768324641434e-88,1.251304563570998e-21,1.2782196968237504e-52
1481,4.526276232409732e-85,4.638573345142385e-59,1.0,6.919788860240515e-119,4.019140816030935e-110,1.366948905571888e-77,7.311956364824534e-68,9.881789790790402e-174,7.335119548175773e-50,5.55398873834947e-78
1482,1.1306291890148035e-32,9.87170993954197e-19,6.499618265832538e-26,2.5254892768850236e-121,7.253739813607627e-44,1.232654748723857e-74,1.2609021782826647e-19,2.9408994698672482e-64,1.0,7.27443330398697e-23
1483,1.0,2.296497203034811e-25,1.1390316169300959e-37,9.32330732222756e-46,9.159513954376141e-35,3.002069325143006e-37,3.3783421336138236e-47,8.545254745627364e-31,5.223423675009524e-54,5.143914733682492e-80
1484,1.0,3.826522837119356e-66,1.2930273207162414e-92,7.556338087144925e-57,2.805586402073066e-125,2.2123638714565933e-77,1.4314620505954838e-93,3.577162940761688e-98,1.7510686305697935e-67,7.722631926676274e-122
1485,1.0,1.1403859254592985e-41,8.931080448154357e-169,3.1832265931941443e-81,2.4708546874912128e-30,8.109095895800327e-110,1.453806585415606e-128,6.201287275879637e-224,2.2020990774495752e-179,4.321059894569535e-185
1486,3.369747812587358e-22,1.0,2.458087816328588e-34,2.471157740891875e-100,1.9516761016339778e-135,2.9655609230381723e-119,3.418042536392599e-72,1.3168768786504654e-195,7.75275157364701e-48,9.87727580272372e-180
1487,0.999999999999988,1.1976971198471693e-14,4.3836519453602495e-63,5.203655247142032e-298,4.1136709146962705e-98,4.572314652503215e-103,2.2927693599731203e-38,8.024955236785949e-276,5.4158831002531184e-45,0.0
1488,1.0,2.6414584377074117e-29,2.7659314637099676e-23,3.04897862865789e-36,8.85510727205093e-47,1.1755607689652373e-51,1.594416408442602e-26,3.7787210919200446e-30,9.329392986172587e-59,4.287840903322556e-45
1489,1.0,7.032971663466276e-124,3.19085000803825e-160,3.674044126756998e-274,3.899224368470887e-67,1.2255428172363847e-256,9.31890859766408e-61,1.3576219440002671e-241,4.4827308663503396e-204,7.408810903114568e-219
1490,3.544885036146562e-94,7.89105342604034e-89,1.2480320127533068e-109,1.5866144072690326e-95,3.267088365284003e-61,9.788217172143429e-79,1.2549519757448192e-86,3.483804576723228e-150,1.0,2.4582420000959345e-44
1491,7.172888421018945e-32,2.2673358323484577e-54,4.1847120821126026e-21,1.0683564278360645e-170,1.093960926952005e-17,8.760951693380773e-95,1.0,1.693052551972112e-174,5.344249060451378e-35,7.210235839295647e-74
1492,1.0285239159998489e-27,8.654900380534039e-25,5.957236263765999e-60,9.446466248290104e-70,0.999887605080593,9.47953540939452e-16,1.1592854710423854e-15,6.477231866750024e-130,0.00011239491940506466,5.146374865816243e-49
1493,1.461059030636926e-10,6.502369429022571e-14,3.130109674556067e-45,2.1210536759623894e-106,0.5601453780869801,1.3093347546000888e-58,0.43985462176684914,1.4471994254857738e-78,7.709748591614462e-24,6.162971504433537e-17
1494,4.125342290976778e-62,4.4210799459875367e-69,0.005294469332874468,2.1316183203747408e-76,7.806107553841616e-60,0.9947055306671255,1.559916118938364e-53,1.5823514295394904e-121,7.088281168140059e-51,3.2017776230545805e-126
1495,4.999313380764333e-34,1.3727215645540742e-61,7.425848355601676e-33,0.9999999999968674,2.429332567865238e-24,3.3065002936008687e-31,2.5656456466411794e-12,1.5560693930012728e-43,9.545947666580323e-61,5.669158564456202e-13
1496,1.0,7.305624228293806e-31,5.246599052752636e-22,8.629094398344839e-113,5.3680051520029996e-117,2.833955503567179e-128,4.427267616205934e-95,5.303116164512257e-238,1.0433081231746825e-110,5.013340518749461e-181
1497,1.0,1.3531933310671996e-60,7.214783881196803e-193,8.589506081447091e-208,1.2990952598463846e-140,1.1078926342665905e-135,2.7899330358001735e-133,5.412108116823386e-236,5.185816276050368e-234,4.377236389046568e-161
1498,7.714749890547182e-64,5.2994044825714685e-12,3.8862768273957397e-79,8.429451537423597e-64,6.0542892470063426e-102,1.189889362258165e-125,1.0643746930659974e-46,3.0780751903336376e-69,0.9999999999947007,1.5364229329442275e-97
1499,0.003912156383732284,5.4652192195764324e-36,1.1693913698328227e-52,5.104787353717736e-113,0.989891339306015,1.0551263719357204e-75,0.006196504310252638,1.4870270486258257e-112,6.30859449235314e-65,7.824191802336049e-55
1500,0.10984776442379986,1.9823981270259787e-50,6.426329586604504e-34,9.518912936509926e-31,5.52759746867727e-29,4.0010851969323163e-53,0.8901522355761903,9.760814651382581e-92,7.010848968226425e-25,9.911742849479411e-15
1501,1.0384630919076267e-44,0.9999999999999947,4.200675072004816e-71,6.149761286793215e-153,4.959541650317087e-75,3.963441977634591e-43,4.340182899134894e-53,1.6917858438696015e-106,5.237891664706387e-15,1.63074605985056e-144
1502,1.0,1.3887600500668148e-30,1.0325925874723089e-162,3.1805319222012665e-246,7.56943859459022e-82,9.55870199035541e-108,1.7367648865301915e-156,4.7143753812629894e-213,5.328974965019388e-172,4.1055333912470784e-189
1503,1.687060940873902e-10,5.232120217137291e-11,1.4125710293489227e-09,2.3552560848519255e-29,0.8332120138685264,2.8461421151967305e-26,5.969529574022476e-10,0.16678798390092234,3.428604682535501e-53,6.737504299973528e-25
1504,1.0,2.108711857334554e-30,4.6997028921736435e-40,6.0379021020254e-25,2.358671606814049e-69,2.132581526053049e-57,1.8865830798025987e-52,6.470291460434593e-50,4.322384398040825e-101,9.216810355509252e-53
1505,1.0,5.4769781397666464e-37,3.420185266227929e-95,4.5770748687338835e-91,2.686113401263631e-66,9.458003496229196e-97,3.1127642987808427e-54,5.12709082530317e-176,1.1929550591424183e-113,3.377307696304275e-147
1506,1.0,3.5757800739985785e-44,5.4257763928815795e-98,1.6389087552380823e-221,1.2905052757972595e-95,6.525882440046531e-70,3.464377237059004e-57,7.878355525031275e-166,2.323626764920114e-133,2.489296912372739e-173
1507,0.9999992304363885,1.6821244402996056e-31,2.30007774520416e-76,7.695636115439226e-07,6.1636100423617324e-111,3.66554809388095e-76,2.2765942759914164e-60,9.847867116302087e-120,3.396319194641215e-69,6.491308153318454e-90
1508,1.0,1.0601581355323162e-54,4.244896014083409e-152,2.0811795915080086e-138,4.734001179500792e-65,6.07556678330873e-292,2.3760545656882304e-95,3.6820725076952775e-207,1.558273457404078e-196,8.195309851077822e-196
1509,3.1391898282885034e-12,0.9999999999968607,5.686573367355771e-104,1.9798606622178296e-109,2.330340665655419e-127,1.8639597692782617e-97,1.6580861015727802e-78,2.051301663872035e-204,5.935046345479496e-102,2.3748961762601034e-137
1510,1.0,7.262815726288477e-29,2.1444920191543425e-56,4.903488021278328e-28,4.149984973003887e-49,7.813845268217724e-46,2.5357605998597454e-53,6.209959511736744e-68,3.248034537148107e-76,1.1822300798952145e-60
1511,5.126951225079062e-08,3.0244457853289935e-60,3.595998015245319e-63,1.8878283899335158e-169,0.992233685776822,0.007766262800157779,1.5350810667454514e-10,3.563996235021203e-123,5.84690006459968e-21,1.8535187081225535e-104
1512,9.08375165185589e-10,0.9999989796432265,6.244250576198071e-13,1.5010156815356358e-15,1.0194365475243274e-06,1.1185534847634948e-11,3.44144362186214e-16,5.1951980303738e-108,3.91722819637694e-14,2.2627396763531688e-42
1513,1.4451348292443863e-06,0.9999985548651708,1.203515725445089e-177,8.6870776407246e-241,4.6302974530074775e-67,3.064475967280177e-112,6.279296298803451e-75,1.856411891691392e-281,7.204324008632904e-180,9.936960919189912e-173
